tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
AVA000ETT15000042,Tender for the proposed erection of an Animal Facility on Lot 03491A PT MK11 at Sungei Tengah Road (Western Water Catchment Planning Area),Agri-food and Veterinary Authority,15/12/2015,Awarded to Suppliers,ZHENGDA CORPORATION PTE. LTD.,6695472
AVA000ETT15000043,Tender for the Operation of cafeteria at the Veterinary Public Health Centre (VPHC) at 10 Perahu Road Singapore 718837 for a period of one year with an option to renew for another one plus one year,Agri-food and Veterinary Authority,4/2/2016,Awarded to Suppliers,Mr Tan Kim Leng,2400
AVA000ETT15000044,"TENDER FOR THE SUPPLY, DELIVERY AND COMMISSIONING OF FLUORESCENCE INVERTED MICROSCOPE FOR LABORATORY USE",Agri-food and Veterinary Authority,9/3/2016,Awarded to Suppliers,LEICA MICROSYSTEMS (SEA) PTE LTD,60179.08
AVA000ETT15000045,TENDER FOR THE TWO-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF DISPOSABLE CENTRIFUGAL FILTERING DEVICES FOR LAB USE AT AGRI - FOOD & VETERINARY AUTHORITY NO. 10 PERAHU ROAD (S718837),Agri-food and Veterinary Authority,30/3/2016,Awarded to Suppliers,Bio Laboratories Pte Ltd,32600
AVA000ETT15000045,TENDER FOR THE TWO-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF DISPOSABLE CENTRIFUGAL FILTERING DEVICES FOR LAB USE AT AGRI - FOOD & VETERINARY AUTHORITY NO. 10 PERAHU ROAD (S718837),Agri-food and Veterinary Authority,30/3/2016,Awarded to Suppliers,SARTORIUS SINGAPORE PTE. LTD.,13680
AVA000ETT15000046,Tender for Term Contract for the Provision of Comprehensive Maintenance of Motor Vehicles for a period of three (3) years (where the 3rd year is optional),Agri-food and Veterinary Authority,30/12/2015,Awarded to Suppliers,KING AUTO TECHNOLOGIES & ENGINEERING PTE. LTD.,121140
AVA000ETT15000047,TENDER FOR THE PROVISION FOR THE SERVICING OF MAIN LOW TENSION PANEL OF MAC GENERATORS AT MARINE AQUACULTURE CENTRE,Agri-food and Veterinary Authority,4/3/2016,Awarded to Suppliers,CA FACILITIES PTE. LTD.,43320
AVA000ETT15000048,"Tender for the Supply, Delivery, Installation, Testing and Commissioning of One (1) Unit of Gamma Spectrometer",Agri-food and Veterinary Authority,23/2/2016,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,231995.48
AVA000ETT15000049,"Tender for the Supply, Delivery, Installation, Testing and Commissioning of One (1) Unit of Liquid Scintillation Spectrometer",Agri-food and Veterinary Authority,15/2/2016,Awarded to Suppliers,QT Instruments (S) Pte Ltd,112500
AVA000ETT15000052,Tender for provision of bus transportation services for a period of three (3) years,Agri-food and Veterinary Authority,1/12/2015,Awarded to No Suppliers,Unknown,0
AVA000ETT15000053,"Tender for the Supply of labour, machinery, equipment, materials, and other logistics arrangements for the repainting of buildings at Sembawang Animal Quarantine Station (SAQS) and Changi Animal & Plant Quarantine Station (CAPQ)",Agri-food and Veterinary Authority,5/2/2016,Awarded to Suppliers,UNICOAT PTE. LTD.,73031.25
AVA000ETT15000054,Tender for the provision of waste disposal services to clear dead fish,Agri-food and Veterinary Authority,12/1/2015,Awarded to Suppliers,NSL OILCHEM WASTE MANAGEMENT PTE. LTD.,28725
AVA000ETT15000055,Tender for period contract for the supply of disposable columns for lab use for a period of two (2) years (where the 2nd year is optional),Agri-food and Veterinary Authority,6/4/2016,Awarded to Suppliers,FISHER SCIENTIFIC PTE LTD,438725
AVA000ETT15000056,"Tender for the provision of crew and ship maintenance of AVA's vessel, sparrowhawk for a period of three (3) years (with the 2nd and 3rd year being optional)",Agri-food and Veterinary Authority,19/2/2016,Awarded to Suppliers,Lita Ocean Pte. Ltd.,718200
AVA000ETT15000058,Tender for the provision of services to transport animals and equipment,Agri-food and Veterinary Authority,3/2/2016,Awarded to Suppliers,2ND PET TAXI & CREMATION SERVICES,3180
AVA000ETT15000060,Tender to supply and deliver dry ice to AVA for a period of 2 years (where the 2nd year is optional),Agri-food and Veterinary Authority,31/3/2016,Awarded to Suppliers,UNI-TAT ICE & MARKETING PTE LTD,61152
AVA000ETT15000061,Tender for Conference Package and Hotel Accommodation for ASEAN Meeting in 2016,Agri-food and Veterinary Authority,11/3/2016,Awarded to Suppliers,CONRAD CENTENNIAL SINGAPORE,145222
AVA000ETT15000062,Tender for a two-year period contract for the supply of single step listeria enrichment broth complete with antibiotics,Agri-food and Veterinary Authority,7/6/2016,Awarded to Suppliers,THERMO SCIENTIFIC MICROBIOLOGY PTE. LTD.,87200
AVA000ETT16000002,Tender for the Disposal of general waste at Lim Chu Kang (End) Jetty,Agri-food and Veterinary Authority,13/5/2016,Awarded to Suppliers,V8 ENVIRONMENTAL PTE LTD,184500
AVA000ETT16000003,"Tender for the Provision, Installation and Maintenance of Floating Cage System Off Pulau Tekong",Agri-food and Veterinary Authority,25/7/2016,Awarded to Suppliers,DATAWIN ENTERPRISES,709900
AVA000ETT16000004,Insurance broker services for Agri-Food & Veterinary Authority (AVA),Agri-food and Veterinary Authority,31/3/2016,Awarded to Suppliers,KIB INSURANCE BROKERS (S) PTE LTD,587158.1
AVA000ETT16000005,"Supply, installation and commissioning of one (1) unit of liquid chromatograph-hyphenated quadrupole and high resolution mass spectrometer hybrid system",Agri-food and Veterinary Authority,22/11/2016,Awarded to Suppliers,THERMO FISHER SCIENTIFIC PTE. LTD.,626283.1
AVA000ETT16000007,Tender for provision of bus transportation services for a period of three (3) years,Agri-food and Veterinary Authority,6/6/2016,Awarded to Suppliers,COMFORTDELGRO BUS PTE. LTD.,18855
AVA000ETT16000008,"Tender for the Provision of Armed Security Guards at Senoko Fishery Port for a period of five years, where 4th and 5th years are optional",Agri-food and Veterinary Authority,29/7/2016,Awarded to Suppliers,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,3262344
AVA000ETT16000009,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),Agri-food and Veterinary Authority,2/12/2016,Awarded to Suppliers,ALS TECHNICHEM (SINGAPORE) PTE LTD,54000
AVA000ETT16000009,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),Agri-food and Veterinary Authority,2/12/2016,Awarded to Suppliers,COVANCE (ASIA) PTE LTD,52000
AVA000ETT16000009,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),Agri-food and Veterinary Authority,2/12/2016,Awarded to Suppliers,Setsco Services Pte Ltd,73980
AVA000ETT16000009,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),Agri-food and Veterinary Authority,2/12/2016,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,3000
AVA000ETT16000010,Tender for the venue rental and banqueting services for Agri-Food and Veterinary Authority's Food Safety Awards Night 2016,Agri-food and Veterinary Authority,26/5/2016,Awarded to Suppliers,MARINA BAY SANDS PTE. LTD.,66605
AVA000ETT16000011,"Tender for the Supply of labour, machinery, equipment, materials, and other logistics arrangements for the improvement works on drain covers and drains at Senoko Fishery Port's Market Area",Agri-food and Veterinary Authority,12/10/2016,Awarded to Suppliers,HBB ENGINEERING PTE. LTD.,100000
AVA000ETT16000012,"Tender for the Letting of Market Lot No. 1, 33, 49, 80 & 82 at Jurong Fishery Port for a term of three years",Agri-food and Veterinary Authority,8/7/2016,Awarded to Suppliers,SOON GUAN FISHERY CO,1750
AVA000ETT16000013,"Tender for the Letting of Market Lot No. 9, 29 and Ice Crusher Stall No. #01-02 at Senoko Fishery Port for a term of three years",Agri-food and Veterinary Authority,5/7/2016,Awarded to Suppliers,UNI-TAT ICE & MARKETING PTE LTD,3388
AVA000ETT16000014,Tender for two-year period contract for the supply and delivery of disposable centrifugal filtering devices for lab use at Agri-Food & Veterinary Authority No. 10 Perahu Road (S718837),Agri-food and Veterinary Authority,3/11/2016,Awarded to Suppliers,MERCK PTE. LTD.,262500
AVA000ETT16000015,Tender for AVA Data Centre System Maintenance,Agri-food and Veterinary Authority,30/6/2016,Awarded to Suppliers,DC-FM PTE. LTD.,685251.6
AVA000ETT16000016,Tender for two-year period contract for the supply and delivery of autosampler vials for lab use,Agri-food and Veterinary Authority,7/10/2016,Awarded to Suppliers,CHEMIKALIE PTE. LTD.,68796
AVA000ETT16000016,Tender for two-year period contract for the supply and delivery of autosampler vials for lab use,Agri-food and Veterinary Authority,7/10/2016,Awarded to Suppliers,FISHER SCIENTIFIC PTE LTD,7657.5
AVA000ETT16000019,"Tender for two-year period contract for sequencing, oligonucleotide and probe synthesis services",Agri-food and Veterinary Authority,27/12/2016,Awarded to Suppliers,AITBIOTECH PTE. LTD.,109875
AVA000ETT16000019,"Tender for two-year period contract for sequencing, oligonucleotide and probe synthesis services",Agri-food and Veterinary Authority,27/12/2016,Awarded to Suppliers,Sigma-Aldrich Pte Ltd,87663
AVA000ETT16000021,Tender for the site clearance works at Lim Chu Kang,Agri-food and Veterinary Authority,11/11/2016,Awarded to Suppliers,PENG CHUAN ENGINEERING CONSTRUCTION PTE. LTD.,252000
AVA000ETT16000023,Tender for Event Management Services for ASEAN Meeting in 2016,Agri-food and Veterinary Authority,8/9/2016,Awarded to Suppliers,THE EVENTS STATION PTE. LTD.,100920
AVA000ETT16000025,Tender for appointment of external auditor,Agri-food and Veterinary Authority,1/12/2016,Awarded to Suppliers,BDO LLP,290000
AVA000ETT16000039,Tender for event management services for responsible pet ownership event,Agri-food and Veterinary Authority,22/11/2016,Awarded to Suppliers,CITYNEON EVENTS PTE. LTD.,80000
BCA000ETT14000041,"Nominated Sub-Contract For The Design, Supply, Delivery, Install And Testing & Commissioning Of Rotating Platform For The Proposed BCA User Test Bed Facility",Building and Construction Authority,3/3/2015,Awarded to Suppliers,BHL CONSTRUCTION PTE. LTD.,1032000
BCA000ETT14000053,"Build, Operate and Manitain Contract for the Proposed BCA User Test Bed Facility and Acclimatization Lounge at the Rooft Level of an 8 Storey Building on LOT 14256T MK18 at BCA Academy, 200 Braddell Road (Bishan Planning Area)",Building and Construction Authority,2/3/2015,Awarded to Suppliers,SANYO ENGINEERING & CONSTRUCTION INC.,4551700
BCA000ETT14000057,"PROPOSED IMPROVEMENT WORKS TO PRIVATE ESTATES FOR WESTERN CLUSTER COMPRISING CHUA CHU KANG, JURONG, TANJONG PAGAR AND WEST COAST TOWNS UNDER THE INTERIM ESTATE UPGRADING PROGRAMME (I-EUP) PHASE 3",Building and Construction Authority,22/4/2015,Awarded to Suppliers,MASTERCRAFT SYSTEMS PRIVATE LIMITED,1418000
BCA000ETT14000059,"PROPOSED IMPROVEMENT WORKS TO PRIVATE ESTATES FOR CENTRAL CLUSTER COMPRISING ALJUNIED, ANG MO KIO-YIO CHU KANG, BISHAN-TOA PAYOH, HOLLAND-BUKIT PANJANG, HOUGANG, PASIR RIS-PUNGGOL, POTONG PASIR AND SEMBAWANG-NEE SOON TOWNS UNDER THE INTERIM ESTATE UPGRADING PROGRAMME (I-EUP) PHASE 3",Building and Construction Authority,11/2/2015,Awarded to Suppliers,JEI FONG ENGINEERING PTE. LTD.,788000
BCA000ETT14000061,Appointment of an integrated marketing communications agency to conceptualise and manage the publicity campaign for Singapore Green Building Day 2015,Building and Construction Authority,16/1/2015,Awarded to Suppliers,XOD BOX PTE. LTD.,323002.1
BCA000ETT14000062,"PROPOSED PAINTING & SIGNAGE TO ENTIRE CAMPUS AND A&A WORKS TO CLASSROOMS, LECTURE ROOMS, DESIGN STUDIOS, IT CLASSROOM, OFFICE AND TOILETS TO BLOCK C & H IN BCA ACADEMY",Building and Construction Authority,30/1/2015,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,4068330
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21/9/2015,Awarded to Suppliers,ARUP SINGAPORE PRIVATE LIMITED,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21/9/2015,Awarded to Suppliers,ECAS CONSULTANTS PTE. LTD.,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21/9/2015,Awarded to Suppliers,KTP CONSULTANTS PTE LTD,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21/9/2015,Awarded to Suppliers,Lim Kim Cheong Consultants,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21/9/2015,Awarded to Suppliers,Meinhardt (Singapore) Pte Ltd,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21/9/2015,Awarded to Suppliers,RSP Architects Planners & Engineers (Pte) Ltd,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21/9/2015,Awarded to Suppliers,T.Y.LIN INTERNATIONAL PTE. LTD.,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21/9/2015,Awarded to Suppliers,WSP CONSULTANCY PTE. LTD.,1
BCA000ETT14000066,"NOMINATED SUB-CONTRACT FOR THE DESIGN,SUPPLY,DELIVERY,INSTALL & TESTING & COMMISSIONING OF DATA ACQUISITION BUILDING MANAGEMENT SYSTEM FOR THE PROPOSED BCA USER TEST BED FACILITY",Building and Construction Authority,30/3/2015,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,295000
BCA000ETT14000068,Term contract for evaluation of essential construction materials (Sand & Granite),Building and Construction Authority,30/1/2015,Awarded to Suppliers,ADMATERIALS TECHNOLOGIES PTE. LTD.,1150
BCA000ETT14000068,Term contract for evaluation of essential construction materials (Sand & Granite),Building and Construction Authority,30/1/2015,Awarded to Suppliers,Setsco Services Pte Ltd,1850
BCA000ETT14000068,Term contract for evaluation of essential construction materials (Sand & Granite),Building and Construction Authority,30/1/2015,Awarded to Suppliers,TUV SUD AL TECHNOLOGIES PTE. LTD.,2025
BCA000ETT14000068,Term contract for evaluation of essential construction materials (Sand & Granite),Building and Construction Authority,30/1/2015,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,2000
BCA000ETT14000069,APPOINTMENT OF A VENDOR TO MANAGE BCA'S BUILD IT GREEN (BIG) CLUB FOR A PERIOD OF 2 YEARS,Building and Construction Authority,15/1/2015,Awarded to Suppliers,Star Horizon Learning Pte Ltd,124000
BCA000ETT14000070,"Design, development and commissioning of a Test Marking System to allow automated generating of theory and practical test papers from the question bank, marking of theory tests with Optical Mark Readers and practical tests deploying the use of tablets and administration of test results with the option to award up to five years of annual maintenance services for this system",Building and Construction Authority,24/4/2015,Awarded to Suppliers,HEULAB PTE. LTD.,505000
BCA000ETT14000071,Event Management Services for Urban Sustainability R&D Congress 2015,Building and Construction Authority,23/3/2015,Awarded to Suppliers,ORIGINAL MEDIA PRIVATE LIMITED,127126
BCA000ETT14000073,PROPOSED ESTATE UPGRADING PROGRAMME (EUP) BATCH 8 FOR CARMICHAEL ESTATE,Building and Construction Authority,27/4/2015,Awarded to No Suppliers,Unknown,0
BCA000ETT14000074,PROPOSED ESTATE UPGRADING PROGRAMME (EUP) BATCH 8 FOR CASHEW AND HAZEL PARK TERRACE ESTATES,Building and Construction Authority,6/3/2015,Awarded to Suppliers,Advanced Construction & Engineering Pte Ltd,1747780
BCA000ETT14000075,Consultancy Services for The Development of Construction R&D Roadmaps to Improve Construction Productivity and Manage Excavated Materials,Building and Construction Authority,9/6/2015,Awarded to Suppliers,Meinhardt (Singapore) Pte Ltd,509000
